"Артикул","Тип","Имя","Короткое описание","Опубликован","Видимость в каталоге","В наличии?","Запасы","Базовая цена","Длина (cm)","Ширина (cm)","Высота (cm)","Разрешить обзоры от клиентов?","Изображения","Категории","Метки","Имя атрибута 2","Значение(-я) аттрибута(-ов) 2"
246997,simple,"МАШИНА","МАШИНА",1,visible,1,2,1071,14,29,12,1,http://img.simba-trade.ru/site1/246997_c.jpg,"Машинки","Радиоуправляемые, Со светом",пол,"Для мальчиков"
226873,simple,"КВАДРОКОПТЕР ЛЕТАЕТ","КВАДРОКОПТЕР ЛЕТАЕТ",1,visible,1,2,2407,28,51,7,1,http://img.simba-trade.ru/site1/226873_c.jpg,"Вертолеты, квадрокоптеры","Радиоуправляемые, Летает",пол,"Для мальчиков"
246770,simple,"МАШИНА","МАШИНА ДЖИП",1,visible,1,1,951,12,28,15,1,http://img.simba-trade.ru/site1/246770_c.jpg,"Машинки","Радиоуправляемые, На аккумуляторах",пол,"Для мальчиков"
246999,simple,"ТАНК-ПЕРЕВЕРТЫШ 156","ТАНК-ПЕРЕВЕРТЫШ 156",1,visible,1,1,120,9,12,8,1,http://img.simba-trade.ru/site1/246999_c.jpg,"Танки","На батарейках, Со светом",пол,"Для мальчиков"
241428,simple,"МАШИНА","МАШИНА 858-70",1,visible,1,1,412,10,22,11,1,http://img.simba-trade.ru/site1/241428_c.jpg,"Машинки","Радиоуправляемые",пол,"Для мальчиков"
246865,simple,"МАШИНА, ОТКРЫВ. ДВЕР","МАШИНА, ОТКРЫВ. ДВЕРИ",1,visible,1,1,869,14,33,16,1,http://img.simba-trade.ru/site1/246865_c.jpg,"Машинки","Радиоуправляемые, Со светом",пол,"Для мальчиков"
236657,simple,"МАШИНА-ПЕРЕВЕРТЫШ","МАШИНА-ПЕРЕВЕРТЫШ",1,visible,1,1,221,10,14,11,1,http://img.simba-trade.ru/site1/236657_c.jpg,"Машинки","На батарейках, Со светом",пол,"Для мальчиков"
244518,simple,"ЖЕЛЕЗНАЯ ДОРОГА, С АКСЕСС. 6299-","ЖЕЛЕЗНАЯ ДОРОГА, С АКСЕСС. 6299-61",1,visible,1,1,871,6,39,33,1,http://img.simba-trade.ru/site1/244518_c.jpg,"Железные дороги","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
244873,simple,"ПОНИ","ПОНИ С АКСЕСС. RW03",1,visible,1,1,236,6,18,13,1,http://img.simba-trade.ru/site1/244873_c.jpg,"Животные","",пол,"Для девочек"
246671,simple,"ТАНК-ПЕРЕВЕРТЫШ","ТАНК-ПЕРЕВЕРТЫШ",1,visible,1,1,163,9,12,9,1,http://img.simba-trade.ru/site1/246671_c.jpg,"Танки","На батарейках, Со светом",пол,"Для мальчиков"
246672,simple,"КУКЛА 29СМ","КУКЛА 29СМ, ГНУЩАЯСЯ, С АКСЕСС.",1,visible,1,1,1025,8,26,35,1,http://img.simba-trade.ru/site1/246672_c.jpg,"Куклы","",пол,"Для девочек"
246673,simple,"МАШИНА","МАШИНА ИНЕРЦ. ДЖИП",1,visible,1,1,309,13,16,11,1,http://img.simba-trade.ru/site1/246673_c.jpg,"Машинки","",пол,"Для мальчиков"
246740,simple,"НАБОР ИЗ 2-Х КУКОЛ 29СМ","НАБОР ИЗ 2-Х КУКОЛ 29СМ, ГНУЩИЕСЯ, С АКСЕСС. BLD037-3",1,visible,1,1,791,6,22,32,1,http://img.simba-trade.ru/site1/246740_c.jpg,"Куклы","",пол,"Для девочек"
243220,simple,"КУКЛА 29СМ С АКСЕСС.","КУКЛА 29СМ С АКСЕСС.",1,visible,1,1,363,6,33,18,1,http://img.simba-trade.ru/site1/243220_c.jpg,"Куклы","",пол,"Для девочек"
244343,simple,"ПОНИ","ПОНИ С АКСЕСС. 6691-2",1,visible,1,1,258,7,19,25,1,http://img.simba-trade.ru/site1/244343_c.jpg,"Животные","",пол,"Для девочек"
222813,simple,"МАШИНА-ПЕРЕВЕРТЫШ GS-90","МАШИНА-ПЕРЕВЕРТЫШ GS-90",1,visible,1,1,140,9,12,10,1,http://img.simba-trade.ru/site1/222813_c.jpg,"Машинки","На батарейках",пол,"Для мальчиков"
224142,simple,"НАБОР","НАБОР ПОСУДЫ С ПЛИТОЙ 3660",1,visible,1,1,1323,20,43,27,1,http://img.simba-trade.ru/site1/224142_c.jpg,"Другое","",пол,"Для девочек"
227868,simple,"МАШИНА-ПЕРЕВЕРТЫШ","МАШИНА-ПЕРЕВЕРТЫШ ПОЛИЦИЯ 688",1,visible,1,1,194,10,11,14,1,http://img.simba-trade.ru/site1/227868_c.jpg,"Машинки","На батарейках, Со светом",пол,"Для мальчиков"
241278,simple,"МАШИНА, ОТКРЫВ. ДВЕРИ 1988L-A1","МАШИНА, ОТКРЫВ. ДВЕРИ 1988L-A1",1,visible,1,1,1314,14,36,17,1,http://img.simba-trade.ru/site1/241278_c.jpg,"Машинки","Радиоуправляемые, На аккумуляторах, Со светом",пол,"Для мальчиков"
228640,simple,"МАШИНА-ПЕРЕВЕРТЫШ","МАШИНА-ПЕРЕВЕРТЫШ V-140",1,visible,1,1,118,9,11,9,1,http://img.simba-trade.ru/site1/228640_c.jpg,"Машинки","На батарейках, Со светом",пол,"Для мальчиков"
246510,simple,"КОНСТРУКТОР","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' СУПЕР ДЖИПЫ",1,visible,1,1,450,5,25,16,1,http://img.simba-trade.ru/site1/246510_c.jpg,"Машинки, Джипы","",пол,"Для мальчиков"
225231,simple,"РОБОТ ИСТРЕБИТЕЛЬ 5-В-1","РОБОТ ИСТРЕБИТЕЛЬ 5-В-1, С АКСЕСС.",1,visible,1,1,401,8,34,24,1,http://img.simba-trade.ru/site1/225231_c.jpg,"Роботы","",пол,"Для мальчиков"
222072,simple,"МАШИНА  YF3070A","МАШИНА  YF3070A",1,visible,1,4,398,8,19,9,1,http://img.simba-trade.ru/site1/222072_c.jpg,"Машинки","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
222073,simple,"МАШИНА ГОНОЧНАЯ, ОТКРЫВ. ДВЕРИ Y","МАШИНА ГОНОЧНАЯ, ОТКРЫВ. ДВЕРИ YF3071B",1,visible,1,8,463,8,22,10,1,http://img.simba-trade.ru/site1/222073_c.jpg,"Машинки","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
222340,simple,"ВЕРТОЛЕТ","ВЕРТОЛЕТ  8225-20",1,visible,1,1,1640,9,34,16,1,http://img.simba-trade.ru/site1/222340_c.jpg,"Вертолеты","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
220828,simple,"ИГРА","ИГРА НАСТОЛЬНАЯ БИЛЬЯРД J696E",1,visible,1,1,293,3,23,41,1,http://img.simba-trade.ru/site1/220828_c.jpg,"Настольные игры","",пол,"Для девочек, Для мальчиков"
221655,simple,"МАШИНА 'ТЕХНОПАРК' КАМАЗ. ПОЖАРНАЯ ИНЕРЦ.","МАШИНА 'ТЕХНОПАРК' КАМАЗ. ПОЖАРНАЯ ИНЕРЦ., ОТКРЫВ. ДВЕРИ",1,visible,1,1,800,12,20,35,1,http://img.simba-trade.ru/site1/221655_c.jpg,"Машинки","Со светом, Со звуком",пол,"Для мальчиков"
229488,simple,"КОНСТРУКТ","КОНСТРУКТ",1,visible,1,1,138,10,15,4,1,http://img.simba-trade.ru/site1/229488_c.jpg,"Машинки","",пол,"Для мальчиков"
229476,simple,"МАШИНА","МАШИНА ИНЕРЦ.",1,visible,1,1,1717,10,32,24,1,http://img.simba-trade.ru/site1/229476_c.jpg,"Машинки","",пол,"Для мальчиков"
229425,simple,"КОНСТРУКТ","КОНСТРУКТ",1,visible,1,1,206,14,16,5,1,http://img.simba-trade.ru/site1/229425_c.jpg,"Машинки","",пол,"Для мальчиков"
235663,simple,"МИКРОФОН 'УМКА', РУССИФИЦ","МИКРОФОН 'УМКА', РУССИФИЦ., ПЕСНИ ИЗ МУЛЬТФИЛЬМОВ",1,visible,1,1,296,6,22,17,1,http://img.simba-trade.ru/site1/235663_c.jpg,"Другое","Со светом",пол,""
241360,simple,"ГАРАЖ ПОЛИЦИЯ (2 МЕТАЛЛ. МАШИНКИ + 1 ВЕРТОЛЕТ)","ГАРАЖ ПОЛИЦИЯ (2 МЕТАЛЛ. МАШИНКИ + 1 ВЕРТОЛЕТ)",1,visible,1,1,1143,8,54,35,1,http://img.simba-trade.ru/site1/241360_c.jpg,"Машинки","",пол,"Для мальчиков"
225322,simple,"ПИАНИНО 'УМКА' РУССИФИЦ., С ПЕСН","ПИАНИНО 'УМКА' РУССИФИЦ., С ПЕСНЯМИ НА СТИХИ А.БАРТО 908-4",1,visible,1,1,216,3,24,9,1,http://img.simba-trade.ru/site1/225322_c.jpg,"Муз. инструменты","На батарейках",пол,""
213479,simple,"ТАНК","ТАНК  369-3",1,visible,1,1,980,14,34,14,1,http://img.simba-trade.ru/site1/213479_c.jpg,"Танки","Радиоуправляемые, На аккумуляторах, Со светом, Со звуком",пол,"Для мальчиков"
246604,simple,"ГРУЗОВИК, С КРАНОМ TR678-54","ГРУЗОВИК, С КРАНОМ TR678-54",1,visible,1,1,2220,24,51,16,1,http://img.simba-trade.ru/site1/246604_c.jpg,"Машинки","Радиоуправляемые, На аккумуляторах, Со светом",пол,""
246605,simple,"МАШИНА","МАШИНА ИНЕРЦ. ДЖИП",1,visible,1,1,309,13,16,11,1,http://img.simba-trade.ru/site1/246605_c.jpg,"Машинки","",пол,"Для мальчиков"
246606,simple,"КУКЛА-МАНЕКЕН Д/СОЗДАНИЯ ПРИЧЕСОК","КУКЛА-МАНЕКЕН Д/СОЗДАНИЯ ПРИЧЕСОК, С АКСЕСС.",1,visible,1,1,653,25,27,12,1,http://img.simba-trade.ru/site1/246606_c.jpg,"Куклы","",пол,"Для девочек"
245053,simple,"НАБОР","НАБОР КОСМЕТИКИ 638G НА КАРТ. 15*12*1СМ",1,visible,1,1,60,1,15,21,1,http://img.simba-trade.ru/site1/245053_c.jpg,"Другое","",пол,"Для девочек"
246600,simple,"ИГРА","ИГРА НАСТОЛЬНАЯ ФУТБОЛ 3989",1,visible,1,1,1087,7,51,30,1,http://img.simba-trade.ru/site1/246600_c.jpg,"Настольные игры","",пол,"Для мальчиков"
233688,simple,"МАШИНА ПОЛИЦИЯ","МАШИНА ПОЛИЦИЯ",1,visible,1,1,1096,18,34,17,1,http://img.simba-trade.ru/site1/233688_c.jpg,"Машинки","Радиоуправляемые, Со светом",пол,"Для мальчиков"
241276,simple,"МАШИНА","МАШИНА",1,visible,1,1,762,11,30,16,1,http://img.simba-trade.ru/site1/241276_c.jpg,"Машинки","Радиоуправляемые, На аккумуляторах, Со светом",пол,"Для мальчиков"
246597,simple,"КУКЛА-МАНЕКЕН Д/СОЗДАНИЯ ПРИЧЕСОК","КУКЛА-МАНЕКЕН Д/СОЗДАНИЯ ПРИЧЕСОК, С АКСЕСС. 005-2D",1,visible,1,1,470,11,19,25,1,http://img.simba-trade.ru/site1/246597_c.jpg,"Куклы","",пол,"Для девочек"
211620,simple,"КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' ПОЛИЦЕЙСКИЙ ВЕРТОЛЕТ","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' ПОЛИЦЕЙСКИЙ ВЕРТОЛЕТ, 102ДЕТ.",1,visible,1,1,254,4,15,19,1,http://img.simba-trade.ru/site1/211620_c.jpg,"Вертолеты","",пол,"Для мальчиков"
211624,simple,"КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' САМОЛЕТ 'ЛЕГКО СЛОЖИТЬ'","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' САМОЛЕТ 'ЛЕГКО СЛОЖИТЬ', 81ДЕТ.",1,visible,1,1,191,4,15,19,1,http://img.simba-trade.ru/site1/211624_c.jpg,"Машинки","",пол,"Для мальчиков"
211628,simple,"КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' САМОСВАЛ 'ЛЕГКО СЛОЖИТЬ'","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' САМОСВАЛ 'ЛЕГКО СЛОЖИТЬ', 59ДЕТ.",1,visible,1,1,118,5,10,15,1,http://img.simba-trade.ru/site1/211628_c.jpg,"Машинки","",пол,"Для девочек, Для мальчиков"
212886,simple,"НАБОР ПОСУДЫ 'ИГРАЕМ ВМЕСТЕ' ПРИНЦЕССЫ","НАБОР ПОСУДЫ 'ИГРАЕМ ВМЕСТЕ' ПРИНЦЕССЫ, КЕРАМИКА 11 ПРЕДМ.",1,visible,1,1,519,5,25,21,1,http://img.simba-trade.ru/site1/212886_c.jpg,"Другое","",пол,"Для девочек"
226321,simple,"КОНСТРУКТОР","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' ГОНКА ИНЕРЦ. 'ЛЕГКО СОБРАТЬ'",1,visible,1,1,129,5,15,10,1,http://img.simba-trade.ru/site1/226321_c.jpg,"Машинки","",пол,"Для девочек, Для мальчиков"
226478,simple,"КОНСТРУКТОР","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' МАШИНКА С ПУСКОВЫМ УСТРОЙСТВОМ 'ЛЕГКО СОБРАТЬ' В КОР",1,visible,1,1,218,4,19,14,1,http://img.simba-trade.ru/site1/226478_c.jpg,"Машинки","",пол,"Для мальчиков"
233686,simple,"КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' ПОЖАРНАЯ СТАНЦИЯ","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' ПОЖАРНАЯ СТАНЦИЯ, С ФИГУРКАМИ",1,visible,1,1,525,5,25,16,1,http://img.simba-trade.ru/site1/233686_c.jpg,"Машинки","",пол,"Для девочек, Для мальчиков"
233687,simple,"КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' КОСМИЧЕСКИЙ ВОИН","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' КОСМИЧЕСКИЙ ВОИН, 'ЛЕГКО СОБРАТЬ'",1,visible,1,1,118,5,15,10,1,http://img.simba-trade.ru/site1/233687_c.jpg,"Машинки","",пол,"Для девочек, Для мальчиков"
244791,simple,"КОНСТРУКТОР","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' МАШИНКА С ПУСКОВЫМ УСТРОЙСТВОМ 'ЛЕГКО СОБРАТЬ' В КОР",1,visible,1,1,218,4,19,14,1,http://img.simba-trade.ru/site1/244791_c.jpg,"Машинки","",пол,"Для мальчиков"
246494,simple,"КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' 2-В-1 РОБОТ+САМОЛЕТ","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' 2-В-1 РОБОТ+САМОЛЕТ, С ФИГУРКОЙ",1,visible,1,1,321,5,25,16,1,http://img.simba-trade.ru/site1/246494_c.jpg,"Роботы","",пол,"Для мальчиков"
211630,simple,"КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' КРАН 'ЛЕГКО СЛОЖИТЬ'","КОНСТРУКТОР 'ГОРОД МАСТЕРОВ' КРАН 'ЛЕГКО СЛОЖИТЬ', 51ДЕТ.",1,visible,1,1,89,5,10,15,1,http://img.simba-trade.ru/site1/211630_c.jpg,"Машинки","",пол,"Для девочек, Для мальчиков"
228914,simple,"ЖЕЛЕЗНАЯ ДОРОГА С ДЫМОМ, ДЛИН","ЖЕЛЕЗНАЯ ДОРОГА С ДЫМОМ, ДЛИНА 282СМ 0614",1,visible,1,2,829,7,38,26,1,http://img.simba-trade.ru/site1/228914_c.jpg,"Железные дороги","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
196999,simple,"ЖЕЛЕЗНАЯ","ЖЕЛЕЗНАЯ ДОРОГА 'ИГРАЕМ ВМЕСТЕ' 'ЧЕБУРАШКА И ЕГО ДРУЗЬЯ'",1,visible,1,2,281,4,30,19,1,http://img.simba-trade.ru/site1/196999_c.jpg,"Железные дороги","На батарейках",пол,"Для мальчиков"
197683,simple,"МАШИНА","МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ПОЖАРНАЯ 1:40",1,visible,1,1,1056,9,33,18,1,http://img.simba-trade.ru/site1/197683_c.jpg,"Машинки","",пол,"Для мальчиков"
229411,simple,"КВАДРОКОПТЕР, С USB ЗАРЯДК","КВАДРОКОПТЕР, С USB ЗАРЯДКОЙ",1,visible,1,1,2576,8,13,13,1,http://img.simba-trade.ru/site1/229411_c.jpg,"Вертолеты, квадрокоптеры","Радиоуправляемые, Со светом",пол,"Для мальчиков"
227189,simple,"БЛАСТЕР","БЛАСТЕР 'ИГРАЕМ ВМЕСТЕ' 'МСТИТЕЛИ'  9988 НА БЛИСТЕРЕ 20*3*12СМ",1,visible,1,1,196,3,18,28,1,http://img.simba-trade.ru/site1/227189_c.jpg,"Оружие","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
246267,simple,"КОНСТРУКТОР ПЛАСТ. С КЛЮЧОМ КВАДРОЦИКЛ","КОНСТРУКТОР ПЛАСТ. С КЛЮЧОМ КВАДРОЦИКЛ",1,visible,1,1,189,9,20,13,1,http://img.simba-trade.ru/site1/246267_c.jpg,"Машинки","",пол,"Для девочек, Для мальчиков"
197766,simple,"СИНТЕЗАТОР С МИКРОФОНОМ, С РАДИ","СИНТЕЗАТОР С МИКРОФОНОМ, С РАДИО MQ014FM",1,visible,1,1,825,11,34,4,1,http://img.simba-trade.ru/site1/197766_c.jpg,"Муз. инструменты","На батарейках",пол,"Для девочек, Для мальчиков"
210850,simple,"НАСТОЛЬНАЯ ИГРА 'ИГРАЕМ ВМЕСТЕ' 'БОМБАРДИР'","НАСТОЛЬНАЯ ИГРА 'ИГРАЕМ ВМЕСТЕ' 'БОМБАРДИР'",1,visible,1,1,684,5,42,28,1,http://img.simba-trade.ru/site1/210850_c.jpg,"Настольные игры","",пол,"Для девочек, Для мальчиков"
226835,simple,"МЕТАЛЛОФОН","МЕТАЛЛОФОН 'УМКА' ДИСНЕЙ. ПРИНЦЕССА НА КАРТ. (РУСС. УП.)",1,visible,1,1,221,3,38,25,1,http://img.simba-trade.ru/site1/226835_c.jpg,"Другое","",пол,""
246266,simple,"АВТОМАТ","АВТОМАТ  В ПАК. 52*4*18СМ",1,visible,1,1,261,4,23,45,1,http://img.simba-trade.ru/site1/246266_c.jpg,"Оружие","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
212850,simple,"ПИСТОЛЕТ ПНЕВМ. С ЛАЗЕР. ПРИЦЕЛОМ","ПИСТОЛЕТ ПНЕВМ. С ЛАЗЕР. ПРИЦЕЛОМ, С ПУЛЬКАМИ, С АКСЕСС. 309A В ПАК.",1,visible,1,1,813,36,4,21,1,http://img.simba-trade.ru/site1/212850_c.jpg,"Оружие","",пол,"Для мальчиков"
155523,simple,"МАШИНА'MERCEDES-BENZ ML500' 1:16","МАШИНА'MERCEDES-BENZ ML500' 1:16",1,visible,1,1,3388,25,40,20,1,http://img.simba-trade.ru/site1/155523_c.jpg,"Машинки","Радиоуправляемые, На аккумуляторах, Со светом",пол,"Для мальчиков"
223962,simple,"ИГРА","ИГРА НАСТОЛЬНАЯ БИЛЬЯРД В ПАК. 30*21*7СМ",1,visible,1,1,221,2,25,35,1,http://img.simba-trade.ru/site1/223962_c.jpg,"Настольные игры","",пол,"Для девочек, Для мальчиков"
231222,simple,"ОБУЧАЮЩИЕ ЧАСЫ 'УМКА' DISNEY.СОФИЯ","ОБУЧАЮЩИЕ ЧАСЫ 'УМКА' DISNEY.СОФИЯ, ОЗВУЧ. НА КАРТ. (РУСС. УП.)",1,visible,1,1,198,3,27,12,1,http://img.simba-trade.ru/site1/231222_c.jpg,"Другое","",пол,"Для девочек, Для мальчиков"
235860,simple,"КУКЛА С НАБОРОМ ОДЕЖДЫ","КУКЛА С НАБОРОМ ОДЕЖДЫ",1,visible,1,1,87,4,14,11,1,http://img.simba-trade.ru/site1/235860_c.jpg,"Куклы","",пол,"Для девочек"
